"Status";"Date";"Description";"Debit";"Credit";"Member Name"
"Cleared";12/21/1990 0:00:00;"KWIK-E-MART GAS";7.84;;"Homer Simpson"
"Cleared";10/1/1989 0:00:00;"GLOBEX";5.59;;"Homer Simpson"
"Cleared";3/21/1990 0:00:00;"TRY N' SAVE";;-51.20;"Homer Simpson"
"Cleared";10/11/1989 0:00:00;"KWIK-E-MART GAS";26.31;;"Homer Simpson"
"Cleared";10/16/1989 0:00:00;"NOODLES PHO U";17.37;;"Homer Simpson"
"Cleared";10/18/1989 0:00:00;"NOODLES PHO U";26.92;;"Homer Simpson"
"Cleared";7/14/1989 0:00:00;"OGDENVILLE PARKING";4.35;;"Homer Simpson"
"Cleared";5/18/1990 0:00:00;"KWIK-E-MART GAS";16.05;;"Homer Simpson"
"Cleared";5/14/1991 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";10/20/1989 0:00:00;"NOODLES PHO U";15.19;;"Homer Simpson"
"Cleared";5/28/1991 0:00:00;"WHOLE PAYCHECK";8.90;;"Homer Simpson"
"Cleared";5/21/1991 0:00:00;"WHOLE PAYCHECK";73.80;;"Homer Simpson"
"Cleared";5/21/1991 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";8/28/1990 0:00:00;"WHOLE PAYCHECK";7.02;;"Homer Simpson"
"Cleared";8/28/1990 0:00:00;"WHOLE PAYCHECK";35.66;;"Homer Simpson"
"Cleared";8/28/1990 0:00:00;"PRETZEL WAGON";3.12;;"Homer Simpson"
"Cleared";8/30/1989 0:00:00;"WHOLE PAYCHECK";118.34;;"Homer Simpson"
"Cleared";4/23/1991 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";9/1/1989 0:00:00;"GLOBEX";5.59;;"Homer Simpson"
"Cleared";5/2/1991 0:00:00;"GLOBEX";5.59;;"Homer Simpson"
"Cleared";5/11/1991 0:00:00;"KWIK-E-MART GAS";31.70;;"Homer Simpson"
"Cleared";9/2/1990 0:00:00;"GLOBEX";5.59;;"Homer Simpson"
"Cleared";9/4/1990 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";5/7/1991 0:00:00;"WHOLE PAYCHECK";60.29;;"Homer Simpson"
"Cleared";5/7/1991 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";5/4/1991 0:00:00;"WHOLE PAYCHECK";8.90;;"Homer Simpson"
"Cleared";9/4/1990 0:00:00;"WHOLE PAYCHECK";40.01;;"Homer Simpson"
"Cleared";4/2/1990 0:00:00;"GLOBEX";5.59;;"Homer Simpson"
"Cleared";6/1/1991 0:00:00;"GLOBEX";5.59;;"Homer Simpson"
"Cleared";5/14/1991 0:00:00;"WHOLE PAYCHECK";11.17;;"Homer Simpson"
